Product Code,Product Label,"UAE export to libya Value in 2022, USD thousands","nnual growth in value uae export to libya between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"libya import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported libya to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"CO2 emission, Tons ","Uae export to world Value in 2022, USD thousand ","Annual growth in value between Uae export to world  2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
710399,"Precious and semi-precious stones, worked, whether or not graded, but not strung, mounted or . . .", , , ,0, , , ,, , , , ,Tons, ,N/A,"37,396",-10,2,0,Tons, ,
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, . . .", , , , , , , ,, , , , , , ,N/A,26,159,0,6, ,"264,000",
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly . . .", , , ,0, , , ,, , , , ,Tons, ,N/A,"357,734",113,16,2,Tons,"239,125,000",
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded . . .", , , , , , , ,, , , , , , ,N/A,"35,821",-39,1,0, , ,
710510,"Dust and powder of diamonds, incl. synthetic diamonds", , , , , , , ,, , , , , , ,N/A,"2,187",23,0,0, , ,
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excl. dust and powder . . ., , , , , , , ,, , , , , , ,N/A,68,89,0,4, ,"5,250",
710610,"Powder of silver, incl. silver plated with gold or platinum", , , , , , , ,, , , , , , ,N/A,"4,061",-5,0,0, , ,
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excl. silver in powder form)", , , ,0, , , ,,4,-56,0,0, , ,N/A,"50,161",27,0,51, ,"673,647",
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured", , , ,0, , , ,,23,37,0,0, , ,N/A,"36,503",98,1,22, ,"389,909",2
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes", , , , , , , ,, , , , , , ,N/A,"25,968","3,549",6,0, , ,
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excl. gold in . . .", , , ,0, , , ,, , , , ,Tons, ,N/A,"22,449,391",24,8,157,Tons,"50,817,682",
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes", , , , , , , ,, , , , , , ,N/A,"1,586,924",12,1,136, ,"55,104,500",
710820,Monetary gold, , , , , , , ,, , , , , , ,N/A,275,-12,0,0, , ,
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured", , , , , , , ,, , , , , , ,N/A,1, ,0,23, ,"390,957",
711011,"Platinum, unwrought or in powder form", , , , , , , ,, , , , , , ,N/A,"24,017",58,0,0, , ,
711019,"Platinum, in semi-manufactured forms", , , , , , , ,, , , , , , ,N/A,"1,184,719",952,17,2, ,"16,791,000",
711021,"Palladium, unwrought or in powder form", , , , , , , ,, , , , , , ,N/A,20,13,0,0, , ,
711029,Palladium in semi-manufactured forms, , , , , , , ,, , , , , , ,N/A,112, ,0,0, , ,
711041,"Iridium, osmium and ruthenium, unwrought or in powder form", , , , , , , ,, , , , , , ,N/A,157, ,0,0, , ,
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms", , , , , , , ,, , , , , , ,N/A,2,221,0,0, , ,
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured", , , , , , , ,, , , , , , ,N/A,6, ,0,0, , ,
711230,Ash containing precious metal or precious-metal compounds, , , , , , , ,, , , , , , ,N/A,"1,036",-33,0,0, , ,
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold . . .", , , , , , , ,, , , , , , ,N/A,"4,078",-35,0,0, , ,
711292,"Waste and scrap of platinum, incl. metal clad with platinum, and other waste and scrap containing . . .", , , , , , , ,, , , , , , ,N/A,"390,961",80,4,24, ,"676,125",
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing . . .", , , ,0, , , ,,1, ,0,0,Tons, ,N/A,"98,007",14,1,732,Tons,"19,015",
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other . . .", , , ,0, , , ,,"9,906",-5,0,14, ,"707,571",N/A,"34,553",17,0,56, ,"1,623,375",553
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not . . .", , , ,0, , , ,,"376,938",24,0,8,Tons,"47,117,250",N/A,"3,606,250",-24,3,0,Tons, ,"118,247"
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excl. articles . . .", , , , , , , ,, , , , , , ,N/A,"2,259",47,1,0, , ,
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not . . .", , , , , , , ,, , , , , , ,N/A,135,-11,0,0, , ,
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than . . .", , , , , , , ,, , , , , , ,N/A,"10,352",7,2,0, , ,
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious . . .", , , ,0, , , ,,20, ,0,0, , ,N/A,"2,303",15,1,24, ,"99,792",
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.", , , ,0, , , ,,11,-38,0,0, , ,N/A,"23,779",156,0,0, , ,
711610,"Articles of natural or cultured pearls, n.e.s.", , , ,0, , , ,,12,53,0,0, , ,N/A,595,-46,0,0, , ,
711620,"Articles of precious or semi-precious stones ""natural, synthetic or reconstructed"", n.e.s.", , , ,0, , , ,,10,-17,0,0,Tons, ,N/A,804,-44,0,0,Tons, ,-
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum", , , ,0, , , ,,30,18,0,0, , ,N/A,255,-7,0,0, , ,4
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excl. cuff links . . .", , , ,0, , , ,,"2,949",23,0,361, ,"8,169",N/A,"2,538",-17,0,"3,614", ,"29,653",23
711790,"Imitation jewellery (excl. jewellery, of base metal, whether or not clad with silver, gold . . .", , , ,0, , , ,,741,-2,0,233, ,"3,180",N/A,"1,629",-31,0,"1,543", ,"19,628",32
711810,"Coin (excl. legal tender, gold coins, medals, jewellery made from coins, collectors' items . . .", , , ,0, , , ,, , , , ,No quantity, ,N/A,392,176,0,1,No quantity,"14,181,000",
711890,Coin of legal tender, , , ,0, , , ,, , , , ,No quantity, ,N/A,"4,477",-10,0,0,No quantity, ,
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms", , , , , , , ,, , , , , , ,N/A,2, ,0,29, ,"1,517",
720211,"Ferro-manganese, containing by weight > 2% of carbon", , , ,0, , , ,,"12,129",-1,1,"8,157", ,"1,487",N/A,110,-40,0,"102,882", ,"1,244",42
720221,"Ferro-silicon, containing by weight > 55% of silicon", , , ,0, , , ,,"8,349",44,0,"3,783", ,"2,207",N/A,"11,592",44,0,"10,738", ,"1,753",22
720229,"Ferro-silicon, containing by weight <= 55% silicon", , , , , , , ,, , , , , , ,N/A,185, ,0,136, ,"1,838",
720230,Ferro-silico-manganese, , , ,0, , , ,,635,24,0,470, ,"1,351",N/A,891,141,0,"116,074", ,"1,223",6
720241,"Ferro-chromium, containing by weight > 4% of carbon", , , , , , , ,, , , , , , ,N/A,"2,515",3,0,"162,936", ,"1,137",
720249,"Ferro-chromium, containing by weight <= 4% of carbon", , , , , , , ,, , , , , , ,N/A,"1,225",-48,0,"1,725", ,"3,690",
720260,Ferro-nickel, , , , , , , ,, , , , , , ,N/A,"1,054", ,0, , , ,
720270,Ferro-molybdenum, , , , , , , ,, , , , , , ,N/A,"19,157",43,1,49, ,"34,286",
720292,Ferro-vanadium, , , , , , , ,, , , , , , ,N/A,"2,973", ,0,110, ,"31,518",
720293,Ferro-niobium, , , , , , , ,, , , , , , ,N/A,659,-14,0,12, ,"30,250",
720299,"Ferro-alloys (excl. ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, . . .", , , , , , , ,, , , , , , ,N/A,"6,177",401,0,"4,111", ,"1,912",
720310,"Ferrous products obtained by direct reduction of iron ore, in lumps, pellets or similar forms", , , ,0, , , ,, , , , ,No quantity, ,N/A,"9,938",-8,0,490,No quantity,"27,535",
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of . . .", , , ,0, , , ,,12, ,0,0,Tons, ,N/A,796,-13,0,185,Tons,"2,530",
720410,"Waste and scrap, of cast iron (excl. radioactive)", , , ,0, , , ,, , , , ,Tons, ,N/A,"5,368",7,0,"8,265",Tons,564,
720421,"Waste and scrap of stainless steel (excl. radioactive, and waste and scrap of batteries and . . .", , , ,0, , , ,,18, ,0,36,Tons,500,N/A,"253,010",15,3,"21,483",Tons,"1,035",
720429,"Waste and scrap of alloy steel (excl. stainless steel, and waste and scrap, radioactive, or . . .", , , , , , , ,, , , , , , ,N/A,"13,085",19,0,"15,629", ,382,
720430,"Waste and scrap of tinned iron or steel (excl. radioactive, and waste and scrap of batteries . . .", , , , , , , ,, , , , , , ,N/A,"7,000",13,1,"10,940", ,329,
720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings of iron . . .", , , ,0, , , ,,49, ,0,87, ,563,N/A,"62,885",11,2,"10,382", ,402,
720449,"Waste and scrap of iron or steel (excl. slag, scale and other waste of the production of iron . . .", , , ,0, , , ,,877, ,0,"2,515",Tons,349,N/A,"777,832",8,2,"138,312",Tons,439,
720450,Remelting scrap ingots of iron or steel (excl. products whose chemical composition conforms . . ., , , , , , , ,, , , , , , ,N/A,"4,062",0,5,"4,250", ,307,
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excl. granules of ferro-alloys, turnings . . .", , , , , , , ,, , , , , , ,N/A,"2,069",74,0,"3,948", ,859,
720521,"Powders, of alloy steel (excl. powders of ferro-alloys and radioactive iron powders ""isotopes"")", , , ,0, , , ,,114, ,0,13, ,"8,769",N/A, , , ,131, ,"6,366",
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excl. powders of ferro-alloys . . .", , , , , , , ,, , , , , , ,N/A,1,-27,0,0, , ,
720610,"Ingots, of iron and non-alloy steel (excl. remelted scrap ingots, continuous cast products, . . .", , , ,0, , , ,,8,-45,0,1, ,"8,000",N/A,19,129,0,439, ,"25,280",
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excl. ingots, remelted scrap . . .", , , ,0, , , ,, , , , ,Tons, ,N/A,125,1,0,34,Tons,"1,824",
720711,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .", , , ,0, , , ,,"15,636",-13,0,"27,478",Tons,569,N/A,"120,559",19,1,"1,475",Tons,521,"5,597"
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .", , , ,0, , , ,,"13,693", ,0,"19,367", ,707,N/A,"241,829",-6,1,0, , ,
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, . . .", , , ,0, , , ,,600,12,0,194, ,"3,093",N/A,"111,911",15,5,49, ,"1,878",
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon", , , ,0, , , ,,15,-79,0,2,Tons,"7,500",N/A,"41,103",-19,1,105,Tons,"2,857",
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,33,87,0,56,Tons,589,N/A,784,11,0,"19,409",Tons,742,
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,10,-24,0,11,Tons,909,N/A,"4,220",176,0,821,Tons,989,
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,757,16,0,725,Tons,"1,044",N/A,154, ,0,895,Tons,977,
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,221,19,0,245,Tons,902,N/A,815,950,0,"8,140",Tons,917,
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,44,-12,0,20,Tons,"2,200",N/A,"2,205",150,0,"57,669",Tons,701,
720837,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,11,14,0,14,Tons,786,N/A,"2,504",-32,0,"227,541",Tons,719,-
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,525,537,0,724,Tons,725,N/A,"6,487",-20,0,"176,214",Tons,742,
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,"12,534",30,0,"16,152",Tons,776,N/A,"13,770",-9,0,"636,297",Tons,753,46
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,609,33,0,655, ,930,N/A,252,14,0,"5,752", ,926,15
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,"1,156",54,0,"1,275", ,907,N/A,"10,237",6,0,"370,719", ,916,12
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,883,30,0,570,Tons,"1,549",N/A,"3,015",29,0,"119,350",Tons,884,43
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,325,177,0,396, ,821,N/A,182,-34,0,"5,284", ,846,3
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,524, ,0,550, ,953,N/A,319,28,0,"2,109", ,"2,127",30
720890,"Flat-rolled products of iron or steel, of a width >= 600 mm, hot-rolled and further worked, . . .", , , ,0, , , ,,158,-3,0,84, ,"1,881",N/A,"6,441",32,1,"4,133", ,962,17
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,2, ,0,1, ,"2,000",N/A,514,121,0,527, ,"1,727",
720916,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,165,-37,0,172, ,959,N/A,"2,496",17,0,"46,172", ,887,5
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,"1,492",14,0,"1,525", ,978,N/A,"1,540",35,0,"149,089", ,893,2
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply . . .", , , ,0, , , ,,2, ,0,4, ,500,N/A,101,-58,0,"33,692", ,913,
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,1,-49,0,0, , ,N/A,7,-66,0,155, ,"1,484",
720926,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , , , , , ,, , , , , , ,N/A,17,-39,0,"1,892", ,"1,127",2
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , ,0, , , ,,22, ,0,26, ,846,N/A,8,-29,0,712, ,"1,556",
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply . . .", , , , , , , ,, , , , , , ,N/A,"1,351",29,4,161, ,764,
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled ""cold-reduced"", . . .", , , ,0, , , ,,3, ,0,1, ,"3,000",N/A,"2,620",-7,1,362, ,807,
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,62,-66,0,220, ,395,
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,"1,859",43,0,976, ,"1,905",N/A,"1,652",-6,0,"126,933", ,"1,346",25
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,47,-35,0,50, ,440,
721030,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,407,-42,0,279, ,"1,459",N/A,"5,848",29,0,"7,037", ,"1,144",36
721041,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,176,32,0,74, ,"2,378",N/A,"1,236",-5,0,"15,962", ,"1,353",30
721049,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,"16,237",26,0,"15,150", ,"1,072",N/A,"192,203",6,1,"328,491", ,728,958
721050,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,180,-25,0,"38,877", ,"1,443",
721061,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,6,-37,0,9, ,667,N/A,"1,643",-37,0,"29,166", ,"1,041",1
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,16,-46,0,"6,702", ,"2,145",
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,"33,226",19,0,"29,693", ,"1,119",N/A,"36,609",90,0,"191,884", ,"1,091",222
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,415,-41,0,144, ,"2,882",N/A,"2,970",18,0,"5,122", ,"2,402",4
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed . . .", , , ,0, , , ,,1, ,0,0, , ,N/A,24, ,0,1, ,"2,000",
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than . . .", , , ,0, , , ,,11,38,0,6, ,"1,833",N/A,87,-7,0,"1,069", ,"1,113",
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not . . .", , , ,0, , , ,,65,-51,0,52, ,"1,250",N/A,140,30,0,"2,783", ,861,5
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled . . .", , , ,0, , , ,,110,7,0,20, ,"5,500",N/A,34, ,0,"7,943", ,"1,180",
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled . . .", , , ,0, , , ,,219,235,0,23, ,"9,522",N/A,163,19,0,"2,241", ,"1,796",-
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,6,-33,0,4, ,"1,500",N/A,5,-59,0,310, ,"2,529",3
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,259,-41,0,"1,055", ,"2,842",
721230,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,"3,546",53,0,"2,741", ,"1,294",N/A,"63,388",105,1,"9,220", ,"1,526",89
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,563,70,0,547, ,"1,029",N/A,656,-18,0,"8,907", ,"1,506",
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,79,-11,0,843, ,"2,421",
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled . . .", , , ,0, , , ,,2,25,0,1, ,"2,000",N/A, , , ,479, ,"3,894",
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, . . .", , , , , , , ,, , , , , , ,N/A,"14,216",47,0,31, ,"1,000",
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excl. . . .", , , , , , , ,, , , , , , ,N/A,"8,553",11,1,0, , ,
721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular . . .", , , ,0, , , ,,"3,499",-28,0,"5,246", ,667,N/A,"178,405",66,1,"12,750", ,709,"1,362"
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excl. products . . .", , , ,0, , , ,,"3,330",153,0,"2,849", ,"1,169",N/A,653,-32,0,"11,567", ,731,
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excl. in irregularly . . .", , , ,0, , , ,,7,-56,0,3, ,"2,333",N/A,"9,928",64,1,754, ,"1,932",3
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations . . .", , , ,0, , , ,,"6,897",42,0,"9,524",Tons,724,N/A,"428,021",46,3,"1,736",Tons,"1,366",
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn . . .", , , , , , , ,, , , , , , ,N/A,"1,469",-28,0, , , ,
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or . . .", , , ,0, , , ,,210,11,0,212, ,991,N/A,"1,132",74,0,"1,371", ,961,4
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded . . .", , , ,0, , , ,,"2,499",58,0,"2,763", ,904,N/A,"27,877",116,1,"5,582", ,"1,336",29
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col . . .", , , ,0, , , ,,84,25,0,39, ,"2,154",N/A,"1,798",-33,0,414, ,993,
721550,"Bars and rods, of iron or non-alloy steel, not further worked than cold-formed or cold-finished . . .", , , ,0, , , ,,6,-39,0,4, ,"1,500",N/A,42,-24,0,"5,444", ,970,-
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or . . .", , , ,0, , , ,,9,-35,0,1, ,"9,000",N/A,"16,542",77,2,"18,579", ,"1,883",-
721610,"U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn . . .", , , ,0, , , ,,"3,917",45,1,"3,861", ,"1,015",N/A,"5,239",0,1,"1,582", ,"1,140",189
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, . . .", , , ,0, , , ,,"3,308",45,0,"4,150", ,797,N/A,223,5,0,"9,530", ,826,9
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, . . .", , , ,0, , , ,,70,131,0,76, ,921,N/A,18,-42,0,7, ,571,
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, . . .", , , ,0, , , ,,"1,177",63,0,"1,325",Tons,888,N/A,"8,439",23,0,"62,247",Tons,888,18
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, . . .", , , ,0, , , ,,"4,626",7,0,"5,058",Tons,915,N/A,"43,110",5,1,0,Tons, ,588
721633,"H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, . . .", , , ,0, , , ,,85,-18,0,84, ,"1,012",N/A,"132,349",0,2,"29,481", ,982,73
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, . . .", , , ,0, , , ,,109,29,0,136, ,801,N/A,267,1,0,"6,302", ,947,2
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded . . .", , , ,0, , , ,,"4,812",43,0,"5,554", ,866,N/A,"1,348",-20,0,"24,232", ,923,41
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed . . .", , , ,0, , , ,,816,7,0,516, ,"1,581",N/A,158,1,0,867, ,"2,298",3
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed . . .", , , ,0, , , ,,24,-4,0,9, ,"2,667",N/A,179,-47,0,97, ,"7,340",12
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from . . .", , , ,0, , , ,,"11,236",73,1,"3,928",Tons,"2,860",N/A,"5,913",50,0,"6,061",Tons,"3,654",510
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further . . .", , , ,0, , , ,,162,9,0,48, ,"3,375",N/A,"47,763",110,9,"1,801", ,"1,589",18
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excl. . . .", , , ,0, , , ,,"1,007",9,0,483, ,"2,085",N/A,769,7,0,"6,025", ,"2,733",28
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excl. bars and rods)", , , ,0, , , ,,"42,564",68,1,"7,064", ,"6,025",N/A,"25,145",41,0,"30,045", ,"3,999",604
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excl. plated . . .", , , ,0, , , ,,22,-24,0,13, ,"1,692",N/A,38,-41,0,"3,029", ,"1,484",-
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excl. plated or coated with base . . .", , , ,0, , , ,,"1,251",26,0,"1,031",Tons,"1,213",N/A,"1,904",52,0,"3,777",Tons,"3,249",68
721810,"Steel, stainless, in ingots and other primary forms (excl. waste and scrap in ingot form, and . . .", , , ,0, , , ,,3, ,0,0, , ,N/A,256,-2,0,6, ,"29,333",
721891,"Semi-finished products of stainless steel, of rectangular ""other than square"" cross-section", , , , , , , ,, , , , , , ,N/A,26,43,0,27, ,"2,407",
721899,Semi-finished products of stainless steel (excl. of rectangular [other than square] cross-section), , , , , , , ,, , , , , , ,N/A,"2,432",30,0,0, , ,
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,1,-55,0,0, , ,N/A,1,-76,0,229, ,"3,249",8
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,35,-13,0,9, ,"3,889",N/A,240,9,0,0, , ,
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , , , , , ,, , , , , , ,N/A,774,23,0,"2,503", ,"3,806",
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,2,-69,0,1, ,"2,000",N/A,50,26,0,134, ,"4,806",
721921,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,24, ,0,12,Tons,"2,000",N/A,857,49,0,"5,664",Tons,"4,594",
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,180,19,0,37, ,"4,865",N/A,844,75,0,"6,422", ,"4,585",2
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,9, ,0,3, ,"3,000",N/A,152,168,0,"3,669", ,"3,025",
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, . . .", , , ,0, , , ,,8, ,0,2, ,"4,000",N/A,227,223,0,384, ,"4,945",
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled . . .", , , , , , , ,, , , , , , ,N/A,68,36,0,"1,792", ,"3,972",
721932,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than cold-rolled . . .", , , ,0, , , ,,65,3,0,12, ,"5,417",N/A,679,98,0,"10,174", ,"3,863",
