,,United Arab Emiratess exports to Egypt,,,Egypt's imports from world,,,,United Arab Emiratess exports to world,,,
Product code,Product label,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022
281640,"Oxides, hydroxides and peroxides, of strontium or barium",0,0,,,58,94,28,,0,0,
282410,"Lead monoxide ""litharge, massicot""",0,0,,,264,444,235,,3,43,608
282630,"Sodium hexafluoroaluminate ""synthetic cryolite""",0,0,,,0,330,1563,,867,320,1185
282710,Ammonium chloride,0,0,,,753,672,1358,,202,216,77
282720,Calcium chloride,0,0,,,1266,960,1895,,740,1012,814
283421,Nitrate of potassium,0,0,,,247,234,209,,148,825,65
283692,Strontium carbonate,0,0,,,0,0,2,,0,0,1454
284020,"Borates (excl. disodium tetraborate ""refined borax"")",0,0,,,1,783,314,,4,29,9
284161,Potassium permanganate,0,0,,,361,225,573,,11,14,
284170,Molybdates,0,0,,,147,225,57,,141,351,88
284290,"Salts of inorganic acids or peroxoacids (excl. of oxometallic or peroxometallic acids, double ...",0,0,,,413,720,357,,10,154,27
284321,Silver nitrate,0,0,,,0,271,206,,0,13,3
284443,"Radioactive elements and isotopes and compounds; alloys, dispersions incl. cermets, ceramic ...",0,0,,,0,0,100,,0,0,44
291818,"Chlorobenzilate ""ISO""",0,0,,,3,0,9,,0,0,
292029,"Phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,,,0,0,1303,,466,541,4
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",49,655,,,2648,2507,2151,,2070,2255,169
292149,"Aromatic monoamines and derivatives; salts thereof (excl. aniline, toluidines, diphenylamine, ...",0,0,,,1343,947,1708,,103,125,2
292151,"o-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",2,0,,,837,789,455,,3337,305,286
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excl. those ...",7,0,,,1121,915,403,,299,581,
292242,Glutamic acid and its salts,6,0,,,10848,11173,15401,,612,2693,76
292249,"Amino-acids and their esters; salts thereof (excl. those with > one kind of oxygen function, ...",0,0,,,40971,24837,41587,,3333,2858,478
292390,"Quaternary ammonium salts and hydroxides (excl. choline and its salts, tetraethylammonium perfluorooctane ...",641,677,,,4839,4595,9569,,6947,11758,635
292610,Acrylonitrile,0,0,,,0,63,0,,0,1,
292910,Isocyanates,507,478,,,43215,43252,60917,,50923,57481,11928
293131,Dimethyl methylphosphonate,0,0,,,,,,,13,21,
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,,,,,,,0,0,1
293211,Tetrahydrofuran,26,101,,,1027,1931,1796,,10891,20956,8273
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,,,93,189,280,,0,1,48
293311,"Phenazone ""antipyrin"" and its derivatives",0,0,,,6741,19810,13394,,0,0,
293353,"Allobarbital ""INN"", amobarbital ""INN"", barbital ""INN"", butalbital ""INN"", butobarbital ""INN"", ...",0,0,,,7,15,73,,0,0,
293372,"Clobazam ""INN"" and methyprylon ""INN""",0,0,,,13,40,0,,5,5,
293391,"Alprazolam ""INN"", camazepam ""INN"", chlordiazepoxide ""INN"", clonazepam ""INN"", clorazepate, delorazepam ...",0,0,,,16251,16131,4793,,1,0,
300241,Vaccines for human medicine,0,0,,,0,0,183562,,0,0,656
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",9,0,,,0,0,42,,17,29,
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues but ...",0,0,,,11398,10985,9660,,31341,27957,1368
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",1456,660,,,3216,4054,3927,,12292,13552,3197
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or ...,0,0,,,10808,12272,19203,,349,60,645
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide ""P2O5"" (excl. such ...",0,0,,,0,0,0,,15,1,
310559,Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excl. nitrate) ...,0,0,,,307,4,807,,177,60,2566
320120,Wattle extract,0,0,,,714,753,842,,187,136,
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,,,23842,23478,20470,,3114,3604,708
320418,Synthetic carotenoid colouring matters and preparations based thereon of a kind used to dye ...,0,0,,,,,,,0,0,
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,,,771,2180,1273,,2242,1703,46
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,,,2856,2000,1361,,37,26,
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",198,192,,,6804,9192,9184,,17395,26758,8951
284690,"Compounds, inorganic or organic, of rare-earth metals, of yttrium or of scandium or of mixtures ...",0,0,,,20,2,34,,11508,10162,
290211,Cyclohexane,0,0,,,66,181,0,,228,21,10
290230,Toluene,184,1088,,,1824,1568,2212,,20341,8909,54602
290250,Styrene,624,1852,,,14267,26664,24850,,2332,4936,1465
290314,Carbon tetrachloride,0,0,,,,,,,0,0,
290321,"Vinyl chloride ""chloroethylene""",0,0,,,0,69,3,,0,0,
290329,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excl. vinyl chloride ""chloroethylene"", ...",0,56,,,739,734,2087,,25,57,118
290342,"Difluoromethane ""HFC-32""",0,0,,,0,0,8,,0,0,140
290344,"Pentafluoroethane ""HFC-125"", 1,1,1-trifluoroethane ""HFC-143a"" and 1,1,2-trifluoroethane ""HFC-143""",0,0,,,0,0,294,,0,0,375
290349,Saturated fluorinated derivatives of acyclic hydrocarbons (excl. products of 2903.41 to 2903.48),0,0,,,,,,,0,0,
290391,"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0,0,,,59,55,137,,84,1,60
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",0,0,,,14272,19273,19400,,3418,9056,13972
290420,Derivatives of hydrocarbons containing only nitro or nitroso groups,0,0,,,492,133,24,,1,13,131
290512,"Propan-1-ol ""propyl alcohol"" and propan-2-ol ""isopropyl alcohol""",174,498,,,10282,4766,3962,,16297,24714,766
290545,Glycerol,17,0,,,10165,14736,30095,,4290,3595,3479
290551,"Ethchlorvynol ""INN""",0,0,,,2,1,64,,0,0,30
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0,0,,,44,0,217,,35,14,73
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",0,0,,,1494,609,734,,1041,9,8
290941,"2,2'-Oxydiethanol ""diethylene glycol, digol""",360,875,,,7567,45004,12665,,2171,4414,5819
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...",2,0,,,252,1048,458,,1201,1065,41
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...",0,0,,,5,97,39,,0,77,14
291511,Formic acid,0,5,,,1029,866,2442,,108,427,119
440396,"Birch ""Betula spp."" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...",0,0,,,,,,,0,0,
440692,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated, non-coniferous",0,0,,,0,0,440,,0,0,
440713,"S-P-F (spruce ""Picea spp."", pine ""Pinus spp."" and fir ""Abies spp."") sawn or chipped lengthwise, ...",0,0,,,,,,,0,0,
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",246,321,,,9980,8262,10627,,23656,19423,23907
350190,Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as ...,0,0,,,31,304,28,,523,336,5
350400,"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ...",202,1,,,9268,5996,10069,,3611,4275,77
360200,Prepared explosives (excl. propellent powders),0,0,,,4004,4693,8020,,406,247,345
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...",0,0,,,,,,,5,130,
370232,"Photographic film ""incl. instant print film"", in rolls, sensitised, unexposed, without perforations, ...",0,0,,,149,31,0,,15,3,
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...",0,0,,,20,0,0,,1,0,
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",16,673,,,1,3,25,,7479,11030,174
380120,Colloidal or semi-colloidal graphite,0,0,,,303,36,25,,99,37,70
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excl. salts of rosin ...",0,0,,,0,0,100,,61,91,7
380630,Ester gums,0,0,,,6750,9459,8215,,5,101,
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...",0,0,,,1670,2042,3700,,93,93,3
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,49,89,,,2993,305,748,,15134,17141,4452
381519,"Supported catalysts, n.e.s. (excl. with precious metal, a precious-metal compound, nickel or ...",33,1,,,3931,4247,7702,,9565,3077,4579
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber ...",532,900,,,21742,11427,12938,,10376,5238,13036
382370,"Fatty alcohols, industrial",0,0,,,2189,2691,7138,,212,438,58
382430,Non-agglomerated metal carbides mixed together or with metallic binders,0,0,,,863,415,12223,,73,29,3
551412,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,,,0,6,5,,0,5,
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",2,0,,,4443,4161,5212,,535,816,3
591140,"Filtering or straining cloth of a kind used in oil-presses or for similar technical purposes, ...",0,1,,,143,192,354,,162,184,3
600110,"Long pile fabrics, knitted or crocheted",0,0,,,7758,1330,14717,,981,359,100
600122,"Looped pile fabrics of man-made fibres, knitted or crocheted",0,0,,,947,4379,2150,,2,56,
600240,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...",0,0,,,60,106,1046,,0,68,163
600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...",1,0,,,140,260,29,,66,212,30
600522,"Dyed cotton warp knit fabrics ""incl. those made on galloon knitting machines"", of a width of ...",0,0,,,59,0,14,,1,38,
600524,"Printed cotton warp knit fabrics ""incl. those made on galloon knitting machines"", of a width ...",0,0,,,0,0,76,,2,13,
600536,"Unbleached or bleached warp knit fabrics of synthetic fibres ""incl. those made on galloon knitting ...",0,0,,,0,0,987,,35,176,12
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excl. warp ...",0,0,,,3758,5139,6404,,3411,5348,152
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",10,3,,,5960,7866,9575,,408,554,35
293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...",0,1,,,19664,25075,36142,,4902,8336,2005
293520,N-Ethylperfluorooctane sulphonamide,0,0,,,0,0,112,,0,0,
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...",0,0,,,2105,1782,3076,,243,32,2
293911,"Concentrates of poppy straw; buprenorphine ""INN"", codeine, dihydrocodeine ""INN"", ethylmorphine, ...",0,0,,,391,995,905,,0,0,
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,,,,,,,0,14,725
410419,"Hides and skins of bovine ""incl. buffalo"" or equine animals, in the wet state ""incl. wet-blue"", ...",0,0,,,42,0,0,,0,0,666
410712,"Grain splits leather ""incl. parchment-dressed leather"", of the whole hides and skins of bovine ...",0,0,,,59,35,3,,1040,129,61
410791,"Full grains leather ""incl. parchment-dressed leather"", unsplit, of the portions, strips or ...",0,0,,,0,1,0,,0,1,223
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excl. of bamboo paper or ...",1152,594,,,2813,1341,1530,,22922,31035,13296
490300,"Children's picture, drawing or colouring books",3,0,,,113,36,228,,638,415,1832
490590,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ...",0,0,,,0,0,15,,0,0,6
490890,"Transfers ""decalcomanias"" (excl. vitrifiable)",104,216,,,2338,2534,3814,,1912,3578,158
491110,"Trade advertising material, commercial catalogues and the like",118,685,,,2277,2227,2188,,22270,28754,3424
491191,"Pictures, prints and photographs, n.e.s.",115,285,,,219,161,245,,2428,106072,1277
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,,,0,0,8,,8,5,1
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,0,,,0,0,0,,2219,2502,201
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)",0,0,,,0,0,0,,0,6,378
510219,"Fine animal hair, neither carded nor combed (excl. wool and hair of Kashmir ""cashmere"" goats)",0,0,,,0,0,0,,1,0,
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excl. noils and garnetted stock)",0,0,,,,,,,21,30,
510510,"Wool, carded",0,0,,,3867,283,632,,0,0,5
510529,"Wool, combed (excl. that in fragments ""open tops"")",0,0,,,2871,1547,4795,,385,517,
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excl. that put up for ...",0,0,,,2095,101,754,,0,6,
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,38033,13501,27466,,156,1,6
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,6619,9983,4309,,0,2,
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,425,210,1305,,0,0,
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,802,2898,0,,0,2,1
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...",0,0,,,378,0,0,,0,0,
520632,"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...",0,0,,,0,1,27,,0,21,
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,,,1532,434,451,,614,1004,7
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,,,274,10,0,,125,128,10
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,,,0,0,0,,72,20,40
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,,,13173,10171,17563,,93,1230,
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,,,23,2,0,,55,29,
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,,,1610,2143,5881,,460,561,68
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,0,,,2410,3575,2187,,463,1088,
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,,,3812,839,1900,,253,213,4
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,,,8130,4033,3949,,3087,1973,
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,,,215,418,202,,3,346,28
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",0,0,,,274,15,384,,572,1001,143
540752,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",1584,2224,,,1498,20976,105493,,196667,317298,2779
540773,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,,,914,3680,345,,216,438,41
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,14,,,214,1010,0,,625,1796,164
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,69,,,108,9027,16,,3709,7291,212
540810,"Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...",0,0,,,459,760,550,,155,159,8
440721,"Mahogany ""Swietenia spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...",0,0,,,0,10,0,,270,698,
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,,,706,3520,14108,,239,69,
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,,,357,532,224,,526,621,254
440792,"Beech ""Fagus spp."", sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,,,107597,110235,126416,,3237,3544,
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,,,355,125,441,,90,75,1915
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ""tongued, ...",1,0,,,374,186,122,,1890,2559,6
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",0,0,,,4965,5091,5743,,5040,4040,118
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",0,0,,,1550,5376,1023,,65,307,57
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick, with both outer plies of coniferous ...",0,34,,,23722,36359,17770,,5475,10242,1335
